place,type,month,quantity,amount yen,average price
Hokkaido,,,"41,273,009","6,626,994,018",161
Hokkaido,vegetable,,"41,100,952","6,536,873,522",159
Hokkaido,vegetable,1,"2,423,668","325,532,823",134
Hokkaido,vegetable,2,"2,515,881","343,545,981",137
Hokkaido,vegetable,3,"2,718,578","371,730,452",137
Hokkaido,vegetable,4,"1,381,045","229,989,956",167
Hokkaido,vegetable,5,"454,193","115,911,223",255
Hokkaido,vegetable,6,"1,318,445","342,838,366",260
Hokkaido,vegetable,7,"3,419,201","678,974,369",199
Hokkaido,vegetable,8,"5,844,678","1,057,407,675",181
Hokkaido,vegetable,9,"7,442,382","1,293,009,040",174
Hokkaido,vegetable,10,"6,288,610","839,956,589",134
Hokkaido,vegetable,11,"4,481,113","568,219,682",127
Hokkaido,vegetable,12,"2,813,158","369,757,366",131
Hokkaido,fruit,,"172,057","90,120,496",524
Hokkaido,fruit,1,40,"58,611","1,465"
Hokkaido,fruit,2,48,"51,954","1,082"
Hokkaido,fruit,3,51,"59,967","1,176"
Hokkaido,fruit,4,122,"175,360","1,437"
Hokkaido,fruit,5,220,"248,980","1,132"
Hokkaido,fruit,6,"2,407","2,255,692",937
Hokkaido,fruit,7,"29,229","35,971,040","1,231"
Hokkaido,fruit,8,"36,946","16,132,545",437
Hokkaido,fruit,9,"39,691","14,988,767",378
Hokkaido,fruit,10,"37,245","13,423,692",360
Hokkaido,fruit,11,"25,991","6,678,396",257
Hokkaido,fruit,12,67,"75,492","1,127"
,,,,,
Aomori,,,"11,741,058","2,651,546,098",226
Aomori,vegetable,,"6,205,780","1,004,786,824",162
Aomori,vegetable,1,"98,349","52,671,040",536
Aomori,vegetable,2,"99,168","51,463,019",519
Aomori,vegetable,3,"130,426","61,576,120",472
Aomori,vegetable,4,"145,426","63,792,620",439
Aomori,vegetable,5,"182,355","61,834,491",339
Aomori,vegetable,6,"1,185,232","134,352,296",113
Aomori,vegetable,7,"746,666","83,008,016",111
Aomori,vegetable,8,"654,827","100,366,492",153
Aomori,vegetable,9,"819,072","111,208,984",136
Aomori,vegetable,10,"475,763","69,789,294",147
Aomori,vegetable,11,"1,083,413","117,666,322",109
Aomori,vegetable,12,"585,083","97,058,130",166
Aomori,fruit,,"5,535,278","1,646,759,274",298
Aomori,fruit,1,"594,301","186,920,671",315
Aomori,fruit,2,"679,914","190,233,020",280
Aomori,fruit,3,"694,254","176,374,026",254
Aomori,fruit,4,"661,782","174,381,286",264
Aomori,fruit,5,"499,590","154,076,257",308
Aomori,fruit,6,"377,755","124,249,654",329
Aomori,fruit,7,"273,560","95,355,732",349
Aomori,fruit,8,"146,413","53,866,269",368
Aomori,fruit,9,"395,368","100,186,219",253
Aomori,fruit,10,"397,370","113,077,087",285
Aomori,fruit,11,"377,246","126,416,715",335
Aomori,fruit,12,"437,725","151,622,338",346
,,,,,
Iwate,,,"1,836,886","207,941,548",113
Iwate,vegetable,,"1,474,112","108,382,288",74
Iwate,vegetable,1,96,"182,650","1,903"
Iwate,vegetable,2,100,"98,496",985
Iwate,vegetable,3,104,"148,932","1,432"
Iwate,vegetable,4,50,"165,899","3,318"
Iwate,vegetable,5,16,"16,848","1,053"
Iwate,vegetable,6,970,"2,221,560","2,290"
Iwate,vegetable,7,290,"312,390","1,077"
Iwate,vegetable,8,"271,752","21,229,165",78
Iwate,vegetable,9,"443,754","35,699,522",80
Iwate,vegetable,10,"528,743","31,592,364",60
Iwate,vegetable,11,"227,906","16,332,736",72
Iwate,vegetable,12,331,"381,726","1,153"
Iwate,fruit,,"362,774","99,559,260",274
Iwate,fruit,1,"10,460","2,873,664",275
Iwate,fruit,2,19,"19,170","1,009"
Iwate,fruit,3,-19,"-19,170","1,009"
Iwate,fruit,9,"46,200","10,615,050",230
Iwate,fruit,10,"98,330","24,502,014",249
Iwate,fruit,11,"94,556","28,746,954",304
Iwate,fruit,12,"113,228","32,821,578",290
,,,,,
Miyagi,,,"11,300","6,702,168",593
Miyagi,vegetable,,"11,290","6,695,040",593
Miyagi,vegetable,1,14,"44,334","3,167"
Miyagi,vegetable,2,1,"1,080","1,080"
Miyagi,vegetable,3,8,"2,160",270
Miyagi,vegetable,4,865,"464,238",537
Miyagi,vegetable,5,164,"224,208","1,367"
Miyagi,vegetable,6,"3,297","1,833,149",556
Miyagi,vegetable,7,"3,033","1,502,475",495
Miyagi,vegetable,8,284,"665,626","2,344"
Miyagi,vegetable,9,"2,429","769,500",317
Miyagi,vegetable,10,601,"527,850",878
Miyagi,vegetable,11,468,"545,994","1,167"
Miyagi,vegetable,12,126,"114,426",908
Miyagi,fruit,,10,"7,128",713
Miyagi,fruit,8,10,"7,128",713
,,,,,
Akita,,,"243,076","87,511,190",360
Akita,vegetable,,"16,038","44,537,095","2,777"
Akita,vegetable,1,"1,282","3,554,641","2,773"
Akita,vegetable,2,811,"2,956,662","3,646"
Akita,vegetable,3,"1,671","8,089,026","4,841"
Akita,vegetable,4,"1,353","5,571,051","4,118"
Akita,vegetable,5,"2,444","6,311,715","2,583"
Akita,vegetable,6,"1,464","3,769,848","2,575"
Akita,vegetable,7,667,"2,422,332","3,632"
Akita,vegetable,8,"1,470","1,851,228","1,259"
Akita,vegetable,9,"1,387","3,527,426","2,543"
Akita,vegetable,10,"1,372","2,684,773","1,957"
Akita,vegetable,11,"1,295","2,672,655","2,064"
Akita,vegetable,12,822,"1,125,738","1,370"
Akita,fruit,,"227,038","42,974,095",189
Akita,fruit,1,"13,220","3,888,399",294
Akita,fruit,2,"7,910","1,574,130",199
Akita,fruit,5,360,"162,000",450
Akita,fruit,6,0,"4,320",#DIV/0!
Akita,fruit,7,360,"167,400",465
Akita,fruit,8,"140,058","22,578,264",161
Akita,fruit,9,"8,610","1,514,647",176
Akita,fruit,10,"29,980","6,405,776",214
Akita,fruit,11,"13,500","3,342,028",248
Akita,fruit,12,"13,040","3,337,131",256
,,,,,
Yamagata,,,"1,134,251","444,971,777",392
Yamagata,vegetable,,"87,304","56,342,373",645
Yamagata,vegetable,1,228,"604,756","2,652"
Yamagata,vegetable,2,512,"1,728,821","3,377"
Yamagata,vegetable,3,987,"4,407,395","4,465"
Yamagata,vegetable,4,"1,017","2,653,210","2,609"
Yamagata,vegetable,5,262,"463,698","1,770"
Yamagata,vegetable,6,"3,104","797,040",257
Yamagata,vegetable,7,"6,481","1,253,508",193
Yamagata,vegetable,8,"23,681","18,787,783",793
Yamagata,vegetable,9,"33,713","15,369,626",456
Yamagata,vegetable,10,"14,880","7,807,635",525
Yamagata,vegetable,11,"2,201","2,032,441",923
Yamagata,vegetable,12,238,"436,460","1,834"
Yamagata,fruit,,"1,046,947","388,629,404",371
Yamagata,fruit,1,"4,715","1,216,706",258
Yamagata,fruit,2,976,"502,501",515
Yamagata,fruit,3,"1,080","887,564",822
Yamagata,fruit,4,"2,303","4,695,103","2,039"
Yamagata,fruit,5,"2,823","9,572,652","3,391"
Yamagata,fruit,6,"55,376","68,826,487","1,243"
Yamagata,fruit,7,"304,644","131,937,978",433
Yamagata,fruit,8,"485,367","110,714,255",228
Yamagata,fruit,9,"25,321","10,839,088",428
Yamagata,fruit,10,"24,589","8,067,040",328
Yamagata,fruit,11,"92,701","28,153,643",304
Yamagata,fruit,12,"47,052","13,216,387",281
,,,,,
Fukushima,,,"593,400","246,407,517",415
Fukushima,vegetable,,"523,528","198,193,016",379
Fukushima,vegetable,1,29,"119,448","4,119"
Fukushima,vegetable,2,73,"195,974","2,685"
Fukushima,vegetable,3,32,"46,157","1,442"
Fukushima,vegetable,4,30,"22,624",754
Fukushima,vegetable,5,"2,468","2,331,084",945
Fukushima,vegetable,6,"10,512","4,764,289",453
Fukushima,vegetable,7,"151,080","48,914,238",324
Fukushima,vegetable,8,"224,603","87,833,930",391
Fukushima,vegetable,9,"124,632","51,013,234",409
Fukushima,vegetable,10,"9,945","2,656,010",267
Fukushima,vegetable,12,124,"296,028","2,387"
Fukushima,fruit,,"69,872","48,214,501",690
Fukushima,fruit,1,"7,865","10,522,203","1,338"
Fukushima,fruit,2,"5,973","8,567,241","1,434"
Fukushima,fruit,3,350,"651,456","1,861"
Fukushima,fruit,6,17,"12,247",720
Fukushima,fruit,7,"2,328","1,176,962",506
Fukushima,fruit,8,"41,153","17,997,783",437
Fukushima,fruit,9,"6,765","1,978,798",293
Fukushima,fruit,10,"1,582","480,850",304
Fukushima,fruit,11,12,"8,749",729
Fukushima,fruit,12,"3,827","6,818,212","1,782"
,,,,,
Ibaragi,,,"9,841,402","2,104,323,262",214
Ibaragi,vegetable,,"9,779,405","2,074,954,206",212
Ibaragi,vegetable,1,"332,570","60,314,087",181
Ibaragi,vegetable,2,"378,636","76,793,895",203
Ibaragi,vegetable,3,"371,097","95,832,097",258
Ibaragi,vegetable,4,"670,338","139,319,266",208
Ibaragi,vegetable,5,"1,159,339","159,957,101",138
Ibaragi,vegetable,6,"968,577","158,933,301",164
Ibaragi,vegetable,7,"594,655","167,824,434",282
Ibaragi,vegetable,8,"253,356","102,920,980",406
Ibaragi,vegetable,9,"674,875","305,430,841",453
Ibaragi,vegetable,10,"1,122,104","247,986,417",221
Ibaragi,vegetable,11,"1,969,721","342,510,846",174
Ibaragi,vegetable,12,"1,284,137","217,130,941",169
Ibaragi,fruit,,"61,997","29,369,056",474
Ibaragi,fruit,1,4,"10,368","2,592"
Ibaragi,fruit,2,8,"20,736","2,592"
Ibaragi,fruit,3,6,"15,552","2,592"
Ibaragi,fruit,4,2,"4,968","2,484"
Ibaragi,fruit,5,180,"107,611",598
Ibaragi,fruit,6,"21,317","8,301,005",389
Ibaragi,fruit,7,"14,860","3,180,605",214
Ibaragi,fruit,8,"8,944","4,570,560",511
Ibaragi,fruit,9,"14,296","11,730,852",821
Ibaragi,fruit,10,"2,170","1,053,983",486
Ibaragi,fruit,11,166,"257,472","1,551"
Ibaragi,fruit,12,44,"115,344","2,621"
,,,,,
Tochigi,,,"435,354","106,707,664",245
Tochigi,vegetable,,"424,206","103,011,818",243
Tochigi,vegetable,1,"46,194","12,671,705",274
Tochigi,vegetable,2,"68,480","17,854,280",261
Tochigi,vegetable,3,"55,177","16,918,298",307
Tochigi,vegetable,4,"14,242","6,333,898",445
Tochigi,vegetable,5,"8,071","3,562,019",441
Tochigi,vegetable,6,"47,851","6,515,743",136
Tochigi,vegetable,7,"6,978","1,759,773",252
Tochigi,vegetable,8,"1,810","1,809,821","1,000"
Tochigi,vegetable,9,"22,011","5,717,089",260
Tochigi,vegetable,10,"48,289","8,680,165",180
Tochigi,vegetable,11,"33,171","7,414,804",224
Tochigi,vegetable,12,"71,932","13,774,223",191
Tochigi,fruit,,"11,148","3,695,846",332
Tochigi,fruit,1,23,"25,272","1,099"
Tochigi,fruit,2,31,"33,048","1,066"
Tochigi,fruit,3,35,"36,936","1,055"
Tochigi,fruit,4,63,"68,040","1,080"
Tochigi,fruit,5,18,"19,440","1,080"
Tochigi,fruit,6,49,"52,488","1,071"
Tochigi,fruit,7,52,"67,392","1,296"
Tochigi,fruit,8,36,"38,880","1,080"
Tochigi,fruit,9,"2,438","757,306",311
Tochigi,fruit,10,"5,483","1,455,638",265
Tochigi,fruit,11,"2,580","978,799",379
Tochigi,fruit,12,340,"162,607",478
,,,,,
Chiba,,,"2,744,583","354,868,780",129
Chiba,vegetable,,"2,744,016","353,031,786",129
Chiba,vegetable,1,"118,061","22,432,420",190
Chiba,vegetable,2,"89,020","17,589,333",198
Chiba,vegetable,3,"109,860","12,883,011",117
Chiba,vegetable,4,"211,929","20,189,142",95
Chiba,vegetable,5,"387,855","33,952,008",88
Chiba,vegetable,6,"125,562","13,333,272",106
Chiba,vegetable,7,"312,696","42,328,157",135
Chiba,vegetable,8,"17,443","3,336,602",191
Chiba,vegetable,9,"19,484","4,397,803",226
Chiba,vegetable,10,"204,338","21,217,350",104
Chiba,vegetable,11,"545,036","67,172,327",123
Chiba,vegetable,12,"602,732","94,200,361",156
Chiba,fruit,,567,"1,836,994","3,240"
Chiba,fruit,1,60,"194,400","3,240"
Chiba,fruit,2,62,"200,664","3,237"
Chiba,fruit,3,40,"129,600","3,240"
Chiba,fruit,4,60,"194,400","3,240"
Chiba,fruit,5,20,"64,800","3,240"
Chiba,fruit,6,20,"64,800","3,240"
Chiba,fruit,7,40,"129,600","3,240"
Chiba,fruit,8,40,"129,600","3,240"
Chiba,fruit,9,20,"64,800","3,240"
Chiba,fruit,10,40,"129,600","3,240"
Chiba,fruit,11,45,"145,930","3,243"
Chiba,fruit,12,120,"388,800","3,240"
,,,,,
Gunma,,,"4,007,584","436,889,189",109
Gunma,vegetable,,"4,007,336","436,821,041",109
Gunma,vegetable,1,"29,625","13,966,016",471
Gunma,vegetable,2,"19,734","9,391,303",476
Gunma,vegetable,3,"21,338","8,827,679",414
Gunma,vegetable,4,"14,933","7,628,446",511
Gunma,vegetable,5,"28,821","9,445,654",328
Gunma,vegetable,6,"89,565","16,422,373",183
Gunma,vegetable,7,"811,560","52,276,573",64
Gunma,vegetable,8,"933,553","89,340,021",96
Gunma,vegetable,9,"1,076,695","122,606,090",114
Gunma,vegetable,10,"672,181","62,534,052",93
Gunma,vegetable,11,"243,427","28,051,726",115
Gunma,vegetable,12,"65,904","16,331,108",248
Gunma,fruit,,248,"68,148",275
Gunma,fruit,7,248,"68,148",275
,,,,,
Saitama,,,"94,328","43,125,291",457
Saitama,vegetable,,"94,328","43,125,291",457
Saitama,vegetable,1,"5,541","2,415,302",436
Saitama,vegetable,2,"13,898","6,828,386",491
Saitama,vegetable,3,"6,436","2,876,434",447
Saitama,vegetable,4,"3,323","1,250,316",376
Saitama,vegetable,5,"7,507","2,081,095",277
Saitama,vegetable,6,"10,328","3,145,813",305
Saitama,vegetable,7,"2,544","973,566",383
Saitama,vegetable,8,"1,605","524,070",327
Saitama,vegetable,9,"7,956","2,827,399",355
Saitama,vegetable,10,"11,076","4,221,655",381
Saitama,vegetable,11,"10,379","4,930,954",475
Saitama,vegetable,12,"13,735","11,050,301",805
,,,,,
Tokyo,,,"1,024","589,454",576
Tokyo,vegetable,,"1,024","589,454",576
Tokyo,vegetable,1,123,"56,268",457
Tokyo,vegetable,2,99,"41,774",422
Tokyo,vegetable,3,6,"3,456",576
Tokyo,vegetable,4,134,"79,704",595
Tokyo,vegetable,5,2,648,324
Tokyo,vegetable,6,30,"29,722",991
Tokyo,vegetable,7,4,"1,404",351
Tokyo,vegetable,8,1,"1,426","1,426"
Tokyo,vegetable,9,8,"3,240",405
Tokyo,vegetable,10,2,756,378
Tokyo,vegetable,11,55,"26,039",473
Tokyo,vegetable,12,560,"345,017",616
,,,,,
Kanagawa,,,"778,180","96,459,854",124
Kanagawa,vegetable,,"769,961","91,444,205",119
Kanagawa,vegetable,1,"85,629","8,325,331",97
Kanagawa,vegetable,2,"72,114","7,105,556",99
Kanagawa,vegetable,3,"93,352","9,831,010",105
Kanagawa,vegetable,4,"223,160","29,349,000",132
Kanagawa,vegetable,5,"172,596","17,495,979",101
Kanagawa,vegetable,6,276,"97,524",353
Kanagawa,vegetable,7,278,"82,998",299
Kanagawa,vegetable,8,115,"29,484",256
Kanagawa,vegetable,9,25,"3,888",156
Kanagawa,vegetable,10,146,"84,996",582
Kanagawa,vegetable,11,"19,048","2,861,270",150
Kanagawa,vegetable,12,"103,222","16,177,169",157
Kanagawa,fruit,,"8,219","5,015,649",610
Kanagawa,fruit,1,304,"181,529",597
Kanagawa,fruit,2,403,"250,660",622
Kanagawa,fruit,3,"1,133","723,416",638
Kanagawa,fruit,4,831,"505,155",608
Kanagawa,fruit,5,811,"503,611",621
Kanagawa,fruit,6,807,"498,826",618
Kanagawa,fruit,7,"1,112","602,654",542
Kanagawa,fruit,8,875,"549,174",628
Kanagawa,fruit,9,522,"322,018",617
Kanagawa,fruit,10,359,"223,658",623
Kanagawa,fruit,11,497,"307,827",619
Kanagawa,fruit,12,565,"347,121",614
,,,,,
Yamanashi,,,"1,436,354","1,074,785,902",748
Yamanashi,vegetable,,"224,866","28,704,741",128
Yamanashi,vegetable,1,"1,479","312,822",212
Yamanashi,vegetable,4,638,"150,638",236
Yamanashi,vegetable,5,"39,043","4,476,729",115
Yamanashi,vegetable,6,"67,956","6,758,139",99
Yamanashi,vegetable,7,"6,030","963,748",160
Yamanashi,vegetable,8,"11,187","2,931,160",262
Yamanashi,vegetable,9,"15,580","4,906,019",315
Yamanashi,vegetable,10,"61,242","4,831,002",79
Yamanashi,vegetable,11,"15,007","1,945,577",130
Yamanashi,vegetable,12,"6,704","1,428,907",213
Yamanashi,fruit,,"1,211,488","1,046,081,161",863
Yamanashi,fruit,1,"6,085","3,221,165",529
Yamanashi,fruit,2,"5,277","2,823,012",535
Yamanashi,fruit,4,84,"463,104","5,513"
Yamanashi,fruit,5,"2,507","9,463,005","3,775"
Yamanashi,fruit,6,"50,314","70,558,022","1,402"
Yamanashi,fruit,7,"377,615","288,856,038",765
Yamanashi,fruit,8,"444,271","364,563,056",821
Yamanashi,fruit,9,"260,741","238,691,665",915
Yamanashi,fruit,10,"48,079","49,290,213","1,025"
Yamanashi,fruit,11,"8,254","8,795,347","1,066"
Yamanashi,fruit,12,"8,261","9,356,534","1,133"
,,,,,
Nagano,,,"31,375,544","5,752,886,547",183
Nagano,vegetable,,"29,359,025","4,873,896,902",166
Nagano,vegetable,1,"685,798","227,473,553",332
Nagano,vegetable,2,"627,652","193,049,884",308
Nagano,vegetable,3,"589,952","154,533,178",262
Nagano,vegetable,4,"511,925","137,539,332",269
Nagano,vegetable,5,"1,274,999","274,771,908",216
Nagano,vegetable,6,"3,131,074","462,104,726",148
Nagano,vegetable,7,"4,463,463","510,641,421",114
Nagano,vegetable,8,"4,536,922","657,025,414",145
Nagano,vegetable,9,"5,367,696","900,872,795",168
Nagano,vegetable,10,"5,648,239","601,707,959",107
Nagano,vegetable,11,"1,623,508","401,218,159",247
Nagano,vegetable,12,"897,797","352,958,573",393
Nagano,fruit,,"2,016,519","878,989,645",436
Nagano,fruit,1,"19,936","31,857,721","1,598"
Nagano,fruit,2,"2,975","5,361,406","1,802"
Nagano,fruit,3,768,"711,245",926
Nagano,fruit,4,237,"658,962","2,780"
Nagano,fruit,5,"1,477","2,863,298","1,939"
Nagano,fruit,6,"1,630","5,239,944","3,215"
Nagano,fruit,7,"264,468","84,195,880",318
Nagano,fruit,8,"440,166","137,891,055",313
Nagano,fruit,9,"547,347","220,454,177",403
Nagano,fruit,10,"430,646","212,632,739",494
Nagano,fruit,11,"209,045","92,222,328",441
Nagano,fruit,12,"97,824","84,900,890",868
,,,,,
Niigata,,,"499,289","243,896,725",488
Niigata,vegetable,,"480,801","240,437,431",500
Niigata,vegetable,1,"36,683","21,617,988",589
Niigata,vegetable,2,"34,832","23,255,143",668
Niigata,vegetable,3,"37,090","25,444,339",686
Niigata,vegetable,4,"45,440","24,790,123",546
Niigata,vegetable,5,"38,830","17,611,751",454
Niigata,vegetable,6,"37,638","14,632,167",389
Niigata,vegetable,7,"26,993","10,908,781",404
Niigata,vegetable,8,"31,524","12,320,731",391
Niigata,vegetable,9,"38,115","20,184,812",530
Niigata,vegetable,10,"86,531","22,591,143",261
Niigata,vegetable,11,"30,207","22,536,475",746
Niigata,vegetable,12,"36,918","24,543,978",665
Niigata,fruit,,"18,488","3,459,294",187
Niigata,fruit,7,"15,550","2,710,422",174
Niigata,fruit,8,"2,638","627,480",238
Niigata,fruit,10,300,"121,392",405
,,,,,
Toyama,,,"384,063","117,108,498",305
Toyama,vegetable,,"8,663","3,696,564",427
Toyama,vegetable,1,474,"277,614",586
Toyama,vegetable,5,684,"349,251",511
Toyama,vegetable,6,840,"113,022",135
Toyama,vegetable,7,560,"138,148",247
Toyama,vegetable,8,315,"227,858",723
Toyama,vegetable,9,735,"382,752",521
Toyama,vegetable,10,"1,221","729,842",598
Toyama,vegetable,11,"3,630","1,401,613",386
Toyama,vegetable,12,204,"76,464",375
Toyama,fruit,,"375,400","113,411,934",302
Toyama,fruit,1,330,"514,620","1,559"
Toyama,fruit,8,"102,370","30,794,202",301
Toyama,fruit,9,"174,980","47,620,278",272
Toyama,fruit,10,"91,650","21,887,442",239
Toyama,fruit,11,"2,238","2,301,912","1,029"
Toyama,fruit,12,"3,832","10,293,480","2,686"
,,,,,
Ishikawa,,,"2,572,442","501,314,407",195
Ishikawa,vegetable,,"1,689,453","333,655,833",197
Ishikawa,vegetable,1,"37,401","20,253,210",542
Ishikawa,vegetable,2,"28,534","14,949,651",524
Ishikawa,vegetable,3,"15,719","7,960,549",506
Ishikawa,vegetable,4,"15,392","8,309,319",540
Ishikawa,vegetable,5,"86,039","19,546,310",227
Ishikawa,vegetable,6,"53,494","17,520,622",328
Ishikawa,vegetable,7,"54,749","12,244,657",224
Ishikawa,vegetable,8,"140,975","31,696,975",225
Ishikawa,vegetable,9,"40,351","16,881,319",418
Ishikawa,vegetable,10,"836,278","90,958,777",109
Ishikawa,vegetable,11,"284,872","59,534,771",209
Ishikawa,vegetable,12,"95,649","33,799,673",353
Ishikawa,fruit,,"882,989","167,658,574",190
Ishikawa,fruit,6,"112,566","21,045,960",187
Ishikawa,fruit,7,"632,112","114,235,996",181
Ishikawa,fruit,8,"120,064","19,627,812",163
Ishikawa,fruit,9,"15,238","7,947,504",522
Ishikawa,fruit,10,"1,919","702,162",366
Ishikawa,fruit,12,"1,090","4,099,140","3,761"
,,,,,
Fukui,,,"422,337","125,066,955",296
Fukui,vegetable,,"343,607","110,332,834",321
Fukui,vegetable,1,"4,469","4,442,785",994
Fukui,vegetable,2,"3,630","3,403,005",937
Fukui,vegetable,3,"5,317","3,908,448",735
Fukui,vegetable,4,"6,485","4,063,467",627
Fukui,vegetable,5,"81,652","14,883,771",182
Fukui,vegetable,6,"37,503","18,047,278",481
Fukui,vegetable,7,"9,477","6,728,044",710
Fukui,vegetable,8,"14,841","10,209,640",688
Fukui,vegetable,9,"12,195","6,766,282",555
Fukui,vegetable,10,"85,074","15,270,887",180
Fukui,vegetable,11,"73,665","15,590,418",212
Fukui,vegetable,12,"9,299","7,018,809",755
Fukui,fruit,,"78,730","14,734,121",187
Fukui,fruit,7,21,864,41
Fukui,fruit,8,"15,922","2,037,852",128
Fukui,fruit,9,700,"136,085",194
Fukui,fruit,10,"25,366","4,817,329",190
Fukui,fruit,11,"36,721","7,741,991",211
,,,,,
Shizuoka,,,"1,325,520","711,493,817",537
Shizuoka,vegetable,,"1,187,603","558,194,295",470
Shizuoka,vegetable,1,"155,547","60,726,150",390
Shizuoka,vegetable,2,"196,374","66,334,561",338
Shizuoka,vegetable,3,"141,629","55,916,358",395
Shizuoka,vegetable,4,"79,973","42,303,190",529
Shizuoka,vegetable,5,"105,537","43,409,105",411
Shizuoka,vegetable,6,"121,216","43,297,048",357
Shizuoka,vegetable,7,"115,978","42,204,682",364
Shizuoka,vegetable,8,"51,912","35,328,652",681
Shizuoka,vegetable,9,"43,122","31,762,384",737
Shizuoka,vegetable,10,"41,182","31,555,296",766
Shizuoka,vegetable,11,"55,026","42,815,638",778
Shizuoka,vegetable,12,"80,107","62,541,231",781
Shizuoka,fruit,,"137,917","153,299,522","1,112"
Shizuoka,fruit,1,"11,197","13,270,587","1,185"
Shizuoka,fruit,2,"11,917","12,676,813","1,064"
Shizuoka,fruit,3,"12,701","16,303,648","1,284"
Shizuoka,fruit,4,"12,107","13,308,246","1,099"
Shizuoka,fruit,5,"12,165","14,078,124","1,157"
Shizuoka,fruit,6,"12,484","13,511,404","1,082"
Shizuoka,fruit,7,"11,094","10,905,572",983
Shizuoka,fruit,8,"14,038","11,798,989",841
Shizuoka,fruit,9,"12,358","9,960,840",806
Shizuoka,fruit,10,"9,480","8,844,379",933
Shizuoka,fruit,11,"9,237","13,378,446","1,448"
Shizuoka,fruit,12,"9,139","15,262,474","1,670"
,,,,,
Aichi,,,"7,393,947","2,585,115,281",350
Aichi,vegetable,,"7,384,525","2,579,185,356",349
Aichi,vegetable,1,"1,151,287","254,684,738",221
Aichi,vegetable,2,"1,077,762","260,150,148",241
Aichi,vegetable,3,"1,314,800","299,178,716",228
Aichi,vegetable,4,"910,873","241,857,709",266
Aichi,vegetable,5,"715,700","227,411,338",318
Aichi,vegetable,6,"426,776","197,540,382",463
Aichi,vegetable,7,"166,995","152,477,341",913
Aichi,vegetable,8,"52,289","144,753,005","2,768"
Aichi,vegetable,9,"53,457","127,010,147","2,376"
Aichi,vegetable,10,"91,003","124,463,977","1,368"
Aichi,vegetable,11,"517,964","204,780,012",395
Aichi,vegetable,12,"905,619","344,877,843",381
Aichi,fruit,,"9,422","5,929,925",629
Aichi,fruit,5,855,"619,722",725
Aichi,fruit,6,"3,066","1,644,169",536
Aichi,fruit,7,540,"274,815",509
Aichi,fruit,8,"4,582","2,936,971",641
Aichi,fruit,9,365,"449,064","1,230"
Aichi,fruit,10,14,"5,184",370
,,,,,
Gifu,,,"2,734,537","1,252,718,852",458
Gifu,vegetable,,"2,734,537","1,252,718,852",458
Gifu,vegetable,1,"35,250","13,115,506",372
Gifu,vegetable,2,"32,880","11,908,196",362
Gifu,vegetable,3,"25,761","9,082,140",353
Gifu,vegetable,4,"34,433","15,683,835",455
Gifu,vegetable,5,"136,953","72,428,620",529
Gifu,vegetable,6,"148,101","94,648,787",639
Gifu,vegetable,7,"402,059","168,187,637",418
Gifu,vegetable,8,"747,410","301,063,687",403
Gifu,vegetable,9,"565,892","293,332,022",518
Gifu,vegetable,10,"408,892","178,134,869",436
Gifu,vegetable,11,"144,109","75,893,989",527
Gifu,vegetable,12,"52,797","19,239,564",364
,,,,,
Mie,,,"844,349","384,512,457",455
Mie,vegetable,,"842,342","383,858,598",456
Mie,vegetable,1,"48,957","31,700,525",648
Mie,vegetable,2,"83,607","38,506,289",461
Mie,vegetable,3,"95,048","38,563,363",406
Mie,vegetable,4,"126,621","49,292,340",389
Mie,vegetable,5,"173,653","59,565,218",343
Mie,vegetable,6,"149,707","52,939,190",354
Mie,vegetable,7,"62,051","23,156,547",373
Mie,vegetable,8,"14,987","10,712,407",715
Mie,vegetable,9,"9,766","8,823,642",904
Mie,vegetable,10,"10,109","6,455,091",639
Mie,vegetable,11,"25,419","23,419,014",921
Mie,vegetable,12,"42,417","40,724,972",960
Mie,fruit,,"2,007","653,859",326
Mie,fruit,1,20,"6,048",302
Mie,fruit,2,62,"12,960",209
Mie,fruit,4,"1,435","509,166",355
Mie,fruit,6,490,"125,685",257
,,,,,
Shiga,,,"7,200,372","2,006,493,032",279
Shiga,vegetable,,"7,100,071","1,986,605,344",280
Shiga,vegetable,1,"473,130","143,341,012",303
Shiga,vegetable,2,"582,440","145,894,139",250
Shiga,vegetable,3,"925,405","177,862,213",192
Shiga,vegetable,4,"767,778","157,033,036",205
Shiga,vegetable,5,"446,742","128,277,350",287
Shiga,vegetable,6,"410,939","105,749,283",257
Shiga,vegetable,7,"284,056","67,854,342",239
Shiga,vegetable,8,"179,782","74,489,952",414
Shiga,vegetable,9,"382,615","126,698,347",331
Shiga,vegetable,10,"746,160","200,190,950",268
Shiga,vegetable,11,"949,051","319,394,046",337
Shiga,vegetable,12,"951,973","339,820,674",357
Shiga,fruit,,"100,301","19,887,688",198
Shiga,fruit,6,240,"78,138",326
Shiga,fruit,7,"9,747","2,834,935",291
Shiga,fruit,8,"78,760","12,024,257",153
Shiga,fruit,9,"4,224","2,652,705",628
Shiga,fruit,10,"1,187","837,102",705
Shiga,fruit,11,"6,143","1,460,551",238
,,,,,
Kyoto,,,"9,442,622","3,945,306,945",418
Kyoto,vegetable,,"8,948,600","3,711,880,946",415
Kyoto,vegetable,1,"731,502","247,443,264",338
Kyoto,vegetable,2,"606,292","224,109,103",370
Kyoto,vegetable,3,"437,518","227,575,636",520
